student_id,name,institution,attendance_rate,assignment_submission_rate,lms_login_frequency,avg_session_time,grades,engagement_score,attendance_submission_ratio,attendance_lms_interaction,dropout_risk
KOL-2028886,Qasim Deo,Jadavpur University,58.88,67.24,7.6,2.0,54.24,60.92,0.86,449.54,0
KOL-2028887,Chaman Shanker,University of Calcutta,58.74,100.0,9.0,33.4,48.63,76.8,0.58,525.81,0
KOL-2028888,Chasmum Hayre,University of Calcutta,100.0,100.0,4.4,19.8,62.34,79.51,0.99,443.89,0
KOL-2028889,Zarna Mahajan,St. Xavier's College,42.65,67.24,8.6,2.0,76.53,58.18,0.62,367.97,0
KOL-2028890,Upma Raju,Jadavpur University,57.67,100.0,1.6,46.0,53.86,60.69,0.57,91.34,0
KOL-2028891,Vamakshi Varghese,University of Calcutta,56.42,84.56,7.0,33.4,32.8,65.69,0.66,393.29,0
KOL-2028892,Yadavi Halder,Presidency University,79.28,58.93,10.5,2.0,15.65,69.93,1.32,835.28,0
KOL-2028893,Janani Mital,St. Xavier's College,85.63,35.44,0.6,58.8,69.25,41.08,2.35,48.52,1
KOL-2028894,Aarini Nayar,University of Calcutta,87.19,53.09,2.7,55.2,33.1,53.12,1.61,233.11,0
KOL-2028895,Lajita Roy,University of Calcutta,60.47,91.06,4.9,56.4,19.67,65.05,0.66,295.96,0
KOL-2028896,Harini Chanda,University of Calcutta,84.39,27.18,7.0,32.2,100.0,51.22,2.99,592.15,1
KOL-2028897,Charita Mital,St. Xavier's College,100.0,53.96,0.0,21.8,65.55,51.59,1.82,0.0,1
KOL-2028898,Netra Dalal,St. Xavier's College,100.0,100.0,0.6,63.3,67.83,71.33,0.99,62.12,1
KOL-2028899,Darika Naidu,Jadavpur University,65.34,45.12,4.1,16.8,39.44,46.5,1.42,269.83,0
KOL-2028900,Janani Sankaran,St. Xavier's College,83.83,59.75,8.8,28.5,53.94,67.88,1.38,736.61,0
KOL-2028901,Lopa Mistry,University of Calcutta,67.09,67.37,0.0,35.4,23.46,47.08,0.98,0.0,1
KOL-2028902,Warhi Chadha,University of Calcutta,40.62,35.81,2.1,22.8,73.29,30.96,1.1,84.46,1
KOL-2028903,Hemang Hari,Presidency University,28.18,67.33,5.1,26.8,58.78,46.34,0.41,144.09,0
KOL-2028904,Yoshita Chowdhury,St. Xavier's College,86.82,20.9,3.1,72.7,88.33,41.15,3.96,273.04,1
KOL-2028905,Sarthak Bhandari,University of Calcutta,81.81,100.0,10.7,31.8,40.61,87.5,0.81,876.39,0
KOL-2028906,Oscar Chandran,Presidency University,100.0,21.06,2.4,2.0,62.5,43.47,4.53,235.31,1
KOL-2028907,Girik Anand,Jadavpur University,67.61,10.4,6.2,65.6,52.32,37.64,5.93,416.58,1
KOL-2028908,Osha Arora,Jadavpur University,66.41,70.07,3.9,54.2,84.66,56.23,0.93,256.75,0
KOL-2028909,Divya Bawa,Jadavpur University,63.19,90.25,0.0,2.0,64.53,55.06,0.69,0.0,1
KOL-2028910,Ekaraj Lall,University of Calcutta,54.11,48.8,1.3,13.3,73.87,38.62,1.09,72.47,1
KOL-2028911,Vivaan Sidhu,University of Calcutta,64.16,39.65,0.0,56.8,49.6,35.11,1.58,0.0,1
KOL-2028912,Samesh Kata,Jadavpur University,36.82,44.23,6.6,99.7,20.48,42.98,0.81,244.73,0
KOL-2028913,Faqid Dugar,Presidency University,79.07,47.75,7.0,13.3,63.08,57.76,1.62,551.38,0
KOL-2028914,Rushil Prakash,Jadavpur University,96.83,46.06,2.8,58.6,39.44,53.41,2.06,268.06,0
KOL-2028915,Jackson Saini,St. Xavier's College,29.9,34.54,5.3,10.2,49.11,34.22,0.84,159.61,0
KOL-2028916,Yadavi Devi,University of Calcutta,57.26,88.04,4.8,45.9,84.82,62.58,0.64,272.25,0
KOL-2028917,Bhavya Sarkar,University of Calcutta,100.0,90.52,2.2,67.3,65.28,70.85,1.09,216.79,0
KOL-2028918,Jagvi Tailor,St. Xavier's College,76.12,96.15,5.6,80.6,81.73,73.28,0.78,425.74,0
KOL-2028919,Dhruv Mukherjee,University of Calcutta,47.43,59.97,4.3,52.4,72.75,47.32,0.78,201.6,0
KOL-2028920,Advaith Saran,St. Xavier's College,72.65,85.17,1.0,77.4,19.06,58.0,0.84,72.28,1
KOL-2028921,Laban Loke,Jadavpur University,69.01,93.07,5.3,43.7,71.09,69.23,0.73,363.9,0
KOL-2028922,Leena Bahl,Jadavpur University,62.77,93.97,0.2,34.9,76.72,56.86,0.66,12.83,1
KOL-2028923,Yoshita Muni,University of Calcutta,80.14,53.99,7.1,18.3,95.03,60.93,1.46,572.06,0
KOL-2028924,Bhavika Deo,University of Calcutta,36.13,31.55,4.2,38.5,99.39,32.36,1.11,150.03,1
KOL-2028925,Kamala Chhabra,Jadavpur University,70.87,35.34,2.3,77.1,37.27,40.27,1.95,161.28,0
KOL-2028926,Brijesh Bir,St. Xavier's College,78.64,64.32,5.8,6.0,93.13,61.79,1.2,457.55,0
KOL-2028927,Utkarsh Srinivasan,Jadavpur University,71.04,100.0,2.6,45.0,88.64,66.89,0.7,184.94,0
KOL-2028928,Irya Chokshi,St. Xavier's College,39.61,19.87,11.2,21.8,56.29,43.86,1.9,444.1,0
KOL-2028929,Urvashi Lad,Presidency University,90.86,43.12,2.3,42.5,38.72,49.39,2.06,207.22,0
KOL-2028930,Zarna Jha,Jadavpur University,100.0,76.99,4.5,40.4,52.22,70.35,1.28,445.69,0
KOL-2028931,Teerth Kibe,St. Xavier's College,52.13,70.91,4.4,60.2,82.06,53.44,0.73,229.52,0
KOL-2028932,Yashodhara De,St. Xavier's College,76.39,74.2,0.0,2.0,47.9,52.6,1.02,0.0,1
KOL-2028933,Mitesh Sundaram,St. Xavier's College,43.62,85.99,4.0,29.6,34.88,56.07,0.5,174.79,0
KOL-2028934,Zehaan Patla,University of Calcutta,12.21,60.44,4.2,41.0,28.72,36.88,0.2,51.55,0
KOL-2028935,Utkarsh Batta,University of Calcutta,47.09,42.25,6.5,85.4,61.03,44.98,1.09,306.68,0
KOL-2028936,Nihal Cheema,Presidency University,74.15,91.29,6.2,103.6,45.69,71.99,0.8,457.77,0
KOL-2028937,Jairaj Sharaf,Presidency University,100.0,100.0,0.0,34.9,89.69,70.0,0.99,0.0,1
KOL-2028938,Veda Sastry,St. Xavier's College,85.48,54.7,0.5,90.5,74.57,48.53,1.53,39.99,1
KOL-2028939,Wishi Pillai,University of Calcutta,65.53,73.69,5.9,12.5,47.72,61.78,0.88,386.85,0
KOL-2028940,Charan Mutti,St. Xavier's College,92.87,55.43,5.6,70.6,64.4,62.11,1.65,523.08,0
KOL-2028941,Lakshit Khare,University of Calcutta,74.27,66.77,8.4,42.8,49.11,66.91,1.1,620.98,0
KOL-2028942,Advay Kashyap,University of Calcutta,97.07,27.53,9.4,44.1,65.67,60.2,3.4,909.04,1
KOL-2028943,Baljiwan Bhatt,Presidency University,57.53,91.72,2.7,2.0,40.04,59.69,0.62,154.25,0
KOL-2028944,Vedant Mandal,St. Xavier's College,49.2,100.0,8.2,68.3,62.5,72.25,0.49,401.59,0
KOL-2028945,Ayush Kale,St. Xavier's College,43.74,92.88,5.3,49.2,93.77,61.69,0.47,233.1,0
KOL-2028946,Dominic Choudhary,University of Calcutta,67.22,74.15,0.7,30.3,69.86,51.38,0.89,48.8,1
KOL-2028947,Alka Gulati,University of Calcutta,98.8,22.69,7.9,51.5,48.62,55.71,4.17,783.44,1
KOL-2028948,Pallavi Sem,Jadavpur University,24.23,42.74,7.7,33.6,83.26,40.79,0.55,185.75,0
KOL-2028949,Yoshita Char,Presidency University,85.56,44.91,0.6,32.3,46.7,44.96,1.86,53.09,0
KOL-2028950,Vrinda Zachariah,Jadavpur University,65.99,67.98,8.4,58.4,84.4,65.07,0.96,556.9,0
KOL-2028951,Sara Viswanathan,University of Calcutta,77.32,30.59,4.5,49.9,89.15,45.13,2.45,349.83,0
KOL-2028952,Lopa Chahal,St. Xavier's College,97.29,36.1,2.9,45.7,83.22,49.75,2.62,278.01,0
KOL-2028953,Varenya Sodhi,University of Calcutta,68.19,84.24,0.1,75.2,42.42,54.28,0.8,4.05,0
KOL-2028954,Vasudha Gour,Jadavpur University,70.22,100.0,6.1,53.8,60.83,74.04,0.7,425.02,0
KOL-2028955,Ria Chawla,Presidency University,36.01,1.74,4.7,67.8,66.88,21.54,13.16,168.79,1
KOL-2028956,Amara Edwin,University of Calcutta,100.0,74.21,3.6,14.5,100.0,67.33,1.33,357.07,0
KOL-2028957,Anya Badami,St. Xavier's College,49.24,32.21,8.4,9.1,97.08,45.62,1.48,412.92,0
KOL-2028958,Anya Lala,Jadavpur University,100.0,78.63,4.4,30.6,97.81,70.91,1.26,441.51,0
KOL-2028959,Vedant Sankaran,University of Calcutta,50.13,16.87,4.6,35.0,29.6,31.69,2.81,231.63,0
KOL-2028960,Maanav Vala,St. Xavier's College,57.37,65.26,6.5,72.3,78.18,57.33,0.87,375.26,0
KOL-2028961,Chameli Sarma,St. Xavier's College,78.12,66.77,0.0,45.0,97.13,50.14,1.15,0.0,1
KOL-2028962,Edhitha Iyer,University of Calcutta,34.93,65.85,0.0,56.6,70.5,36.82,0.52,0.0,1
KOL-2028963,Tanvi Nagar,Jadavpur University,62.71,59.06,4.0,15.7,32.24,51.07,1.04,252.67,0
KOL-2028964,Vamakshi Cherian,St. Xavier's College,61.52,69.68,5.0,43.1,36.52,57.04,0.87,307.51,0
KOL-2028965,Dev Kadakia,Presidency University,57.05,76.08,1.5,26.1,100.0,50.66,0.74,82.84,0
KOL-2028966,Ekansh Sankar,Jadavpur University,53.39,100.0,3.8,17.4,83.38,64.25,0.53,205.22,0
KOL-2028967,Falguni Sahota,St. Xavier's College,62.34,70.39,1.7,9.6,57.73,50.49,0.87,105.76,0
KOL-2028968,Gauri Soni,University of Calcutta,70.24,74.92,7.0,63.2,51.89,66.01,0.93,490.64,0
KOL-2028969,Vinaya Sharma,University of Calcutta,80.84,74.18,2.3,9.3,70.04,58.9,1.08,187.69,0
KOL-2028970,Banjeet Kanda,Jadavpur University,64.11,0.0,0.0,13.1,81.93,19.23,64.11,0.0,1
KOL-2028971,Hredhaan Dara,St. Xavier's College,57.81,85.42,7.1,31.0,32.31,66.74,0.67,410.86,0
KOL-2028972,Mohammed Buch,St. Xavier's College,67.85,30.49,5.3,42.0,68.9,43.87,2.15,358.55,0
KOL-2028973,Ansh Sachdeva,Jadavpur University,86.06,59.98,4.7,25.1,48.31,59.89,1.41,405.0,0
KOL-2028974,Ganga Acharya,Jadavpur University,25.04,89.55,1.8,16.2,65.23,47.25,0.28,45.77,0
KOL-2028975,Lila Agrawal,Jadavpur University,52.05,41.22,3.2,14.9,92.02,39.01,1.23,167.86,1
KOL-2028976,Upma Varghese,Presidency University,25.52,80.24,7.0,48.6,46.84,54.76,0.31,178.75,0
KOL-2028977,Saanvi Manda,Presidency University,53.54,53.23,0.0,32.1,29.94,37.35,0.99,0.0,1
KOL-2028978,Nathan Mandal,Presidency University,42.53,70.79,1.6,42.3,81.63,44.55,0.59,68.99,1
KOL-2028979,Warinder Soman,University of Calcutta,14.38,41.64,2.9,46.5,26.99,27.27,0.34,42.28,0
KOL-2028980,Samuel Sankaran,Presidency University,72.87,67.38,5.3,46.1,66.77,60.21,1.07,387.78,0
KOL-2028981,Timothy Wali,Presidency University,71.23,83.61,0.0,73.6,15.91,54.81,0.84,0.0,1
KOL-2028982,Caleb Bajaj,Presidency University,65.01,83.83,0.0,34.3,75.85,53.04,0.77,0.0,1
KOL-2028983,Bhavani Nori,St. Xavier's College,54.66,56.58,1.8,25.2,39.36,42.98,0.95,100.76,1
KOL-2028984,Harish Rama,Presidency University,79.56,68.69,5.7,40.4,74.09,63.6,1.14,455.11,0
KOL-2028985,Tanvi Bhat,Jadavpur University,31.68,41.08,3.2,34.4,46.6,32.77,0.75,101.07,0
KOL-2028986,Sara Prakash,Presidency University,100.0,70.21,4.3,56.2,22.68,67.29,1.4,429.52,0
KOL-2028987,Pranav Bava,University of Calcutta,91.54,46.99,0.0,30.4,58.79,46.26,1.91,0.0,1
KOL-2028988,Indali Trivedi,University of Calcutta,100.0,51.6,0.0,32.7,78.16,50.64,1.9,0.0,1
KOL-2028989,Liam Malhotra,Presidency University,80.68,40.6,9.2,49.0,80.95,60.17,1.94,742.84,0
KOL-2028990,Aahana Ghosh,Jadavpur University,88.15,40.55,2.3,68.7,91.19,47.55,2.12,200.98,0
KOL-2028991,Ishita Bajaj,Jadavpur University,75.49,52.93,1.6,42.1,82.82,47.17,1.4,117.8,0
KOL-2028992,Ayaan Ghosh,St. Xavier's College,62.97,79.42,2.7,45.3,87.93,56.53,0.78,172.55,0
KOL-2028993,Krisha Saha,Jadavpur University,87.54,21.91,8.3,19.1,35.65,52.81,3.82,726.5,1
KOL-2028994,Upma Rau,St. Xavier's College,78.01,37.02,0.0,30.3,35.92,38.21,2.05,0.0,1
KOL-2028995,Raagini Kalla,St. Xavier's College,72.54,37.96,5.5,72.3,57.03,48.72,1.86,398.47,0
KOL-2028996,Advaith Devi,Jadavpur University,100.0,31.75,8.2,61.8,77.09,60.2,3.05,816.93,0
KOL-2028997,Jeremiah Seshadri,Jadavpur University,76.17,48.68,7.8,63.3,82.11,59.1,1.53,596.51,0
KOL-2028998,Yug Dani,St. Xavier's College,54.24,70.36,7.3,60.6,51.41,60.05,0.76,395.86,0
KOL-2028999,Ekalinga Acharya,University of Calcutta,41.21,92.58,1.3,54.6,37.01,52.09,0.44,51.86,1
KOL-2029000,Hemani Chandra,Presidency University,77.08,43.12,6.4,20.2,74.99,54.13,1.75,494.84,0
KOL-2029001,Girish Chand,University of Calcutta,32.14,37.49,2.5,69.2,78.02,29.98,0.83,80.14,1
KOL-2029002,Adya Mukhopadhyay,Jadavpur University,100.0,50.03,3.3,24.7,46.57,57.17,1.96,334.03,0
KOL-2029003,Warhi Pant,Jadavpur University,69.68,29.0,3.9,87.9,49.81,40.82,2.32,270.37,0
KOL-2029004,Yuvraj Kashyap,St. Xavier's College,89.95,72.85,5.0,25.9,55.36,66.89,1.22,451.86,0
KOL-2029005,Krisha Sarraf,Presidency University,88.61,16.24,7.4,2.0,79.25,48.93,5.14,655.63,1
KOL-2029006,Tanveer Sastry,Jadavpur University,42.9,81.22,7.3,24.0,74.41,60.89,0.52,311.05,0
KOL-2029007,Timothy Sachdeva,Presidency University,40.95,100.0,3.2,2.0,46.02,59.18,0.41,131.73,0
KOL-2029008,Banjeet Jha,University of Calcutta,66.35,54.62,4.6,33.3,87.19,51.67,1.19,306.95,0
KOL-2029009,Nihal Mahajan,Presidency University,80.07,97.62,2.6,3.5,84.14,68.73,0.81,211.33,0
KOL-2029010,Yashoda Shan,University of Calcutta,73.07,47.27,1.8,56.2,79.69,44.77,1.51,134.51,0
KOL-2029011,Dhriti Sarma,Jadavpur University,87.45,80.93,4.5,30.6,84.21,68.16,1.07,390.03,0
KOL-2029012,Patrick Gupta,Jadavpur University,78.14,42.49,1.7,29.1,43.92,44.06,1.8,132.25,0
KOL-2029013,Aarush Contractor,St. Xavier's College,40.34,67.78,4.5,2.0,51.18,48.78,0.59,180.08,0
KOL-2029014,Yutika Shere,University of Calcutta,79.43,59.28,6.4,32.3,60.27,61.19,1.32,505.91,0
KOL-2029015,Benjamin Nazareth,University of Calcutta,90.39,46.08,2.3,18.3,53.36,50.47,1.92,207.56,0
KOL-2029016,Harshil Dhaliwal,Presidency University,82.6,33.33,1.9,44.3,41.87,42.18,2.41,156.81,0
KOL-2029017,Ucchal Shanker,St. Xavier's College,99.59,47.83,7.3,66.4,45.33,64.74,2.04,731.12,0
KOL-2029018,Isha Rattan,St. Xavier's College,63.93,34.52,4.4,29.9,67.21,42.46,1.8,282.78,0
KOL-2029019,Hritik Sampath,St. Xavier's College,87.98,78.7,0.0,46.1,94.45,57.87,1.1,0.0,0
KOL-2029020,Vincent Pillai,University of Calcutta,85.17,60.54,1.0,55.0,94.19,51.96,1.38,87.36,1
KOL-2029021,Tanmayi Dayal,Jadavpur University,61.83,38.58,4.5,56.8,52.26,43.64,1.56,278.64,0
KOL-2029022,Ekalinga Venkataraman,Jadavpur University,100.0,95.2,8.0,2.0,45.86,85.28,1.04,802.55,0
KOL-2029023,Vyanjana Sabharwal,Presidency University,47.97,100.0,8.9,21.7,95.68,73.54,0.47,428.71,0
KOL-2029024,Xalak Gaba,Presidency University,100.0,69.05,6.0,70.0,85.55,70.51,1.43,601.67,0
KOL-2029025,Chandran Rai,University of Calcutta,66.89,79.4,1.1,38.8,37.81,54.28,0.83,76.48,1
KOL-2029026,Aashi Lal,Jadavpur University,71.11,100.0,7.2,33.0,94.94,76.85,0.7,514.85,0
KOL-2029027,Zaid Parmer,St. Xavier's College,27.81,3.9,0.0,55.4,47.3,9.9,5.67,0.0,1
KOL-2029028,Charita Dani,Jadavpur University,100.0,34.2,5.7,48.5,42.79,55.84,2.84,567.47,0
KOL-2029029,Jatin Srinivas,Presidency University,63.67,54.25,11.4,48.1,78.51,65.21,1.15,725.25,0
KOL-2029030,Ishanvi Vora,Jadavpur University,55.69,99.99,2.2,21.4,54.56,61.51,0.55,124.93,0
KOL-2029031,Timothy Karan,St. Xavier's College,88.09,72.48,2.3,51.9,54.5,60.31,1.2,200.9,0
KOL-2029032,Advik Wable,Presidency University,71.07,77.98,5.4,25.9,76.94,64.01,0.9,381.26,0
KOL-2029033,Charles Borra,University of Calcutta,55.59,23.9,7.4,35.3,64.22,42.18,2.23,413.65,0
KOL-2029034,Nitara Krishnan,Jadavpur University,59.5,26.52,4.2,42.7,54.74,37.55,2.16,252.52,0
KOL-2029035,Farhan Narain,Jadavpur University,15.3,96.36,6.8,46.4,0.0,57.64,0.16,103.6,0
KOL-2029036,Wyatt Thaman,University of Calcutta,47.42,50.78,3.4,45.2,72.79,41.83,0.92,161.36,0
KOL-2029037,Ranveer Sami,University of Calcutta,87.95,72.08,5.5,7.7,44.98,66.91,1.2,479.82,0
KOL-2029038,Jalsa Jha,St. Xavier's College,88.42,85.27,2.2,57.8,36.78,65.35,1.02,194.48,0
KOL-2029039,Yashodhara Khare,Jadavpur University,64.26,100.0,0.0,79.1,52.77,59.28,0.64,0.0,1
KOL-2029040,Siya Shah,Presidency University,74.29,45.48,3.7,16.6,45.98,48.51,1.6,278.34,0
KOL-2029041,Adweta Dora,Jadavpur University,50.17,43.49,0.0,22.4,86.23,32.45,1.13,0.0,1
KOL-2029042,Hitesh Goda,St. Xavier's College,53.9,70.43,2.7,90.7,56.75,50.13,0.75,145.66,0
KOL-2029043,Benjamin Gala,Presidency University,90.76,90.89,4.8,31.0,100.0,73.91,0.99,437.16,0
KOL-2029044,Frederick Sarma,Presidency University,60.28,46.92,0.0,55.5,13.04,36.85,1.26,0.0,1
KOL-2029045,Anmol Singhal,Presidency University,65.49,100.0,0.0,12.5,57.28,59.65,0.65,0.0,1
KOL-2029046,Garima Din,St. Xavier's College,57.91,62.73,0.0,43.9,13.57,42.47,0.91,0.0,1
KOL-2029047,Liam Buch,Jadavpur University,56.79,93.46,10.1,26.7,87.81,76.16,0.6,576.08,0
KOL-2029048,Robert Toor,Presidency University,48.75,100.0,5.8,35.1,73.74,67.1,0.48,283.83,0
KOL-2029049,Dakshesh Setty,University of Calcutta,68.48,27.86,3.1,50.6,57.54,38.23,2.37,209.07,0
KOL-2029050,Amruta Master,St. Xavier's College,78.44,40.41,0.0,31.1,49.52,39.7,1.89,0.0,1
KOL-2029051,Manya Mammen,Presidency University,54.2,47.77,7.7,38.7,45.95,51.84,1.11,416.57,0
KOL-2029052,Darika Sangha,St. Xavier's College,100.0,73.23,6.1,16.2,80.53,72.31,1.35,607.53,0
KOL-2029053,Gopal Karnik,University of Calcutta,52.59,31.91,4.6,56.9,58.17,38.43,1.6,242.66,0
KOL-2029054,Amrita Goel,Presidency University,67.61,81.75,2.6,50.2,83.29,58.5,0.82,174.12,0
KOL-2029055,William Vyas,Jadavpur University,69.39,88.22,1.0,11.1,54.67,58.25,0.78,69.64,1
KOL-2029056,Riya Manne,St. Xavier's College,52.33,100.0,11.6,26.2,61.83,80.56,0.52,607.09,0
KOL-2029057,Sachi Dar,Presidency University,94.36,100.0,0.0,46.9,33.86,68.31,0.93,0.0,1
KOL-2029058,Azaan Sengupta,Presidency University,79.69,41.95,3.2,27.8,70.5,47.45,1.86,251.44,0
KOL-2029059,Neha Mangal,St. Xavier's College,44.74,100.0,9.6,13.1,61.46,74.04,0.44,430.39,0
KOL-2029060,Ishita Pradhan,University of Calcutta,97.12,55.57,6.9,109.9,62.1,66.04,1.72,665.32,0
KOL-2029061,Vrinda Menon,St. Xavier's College,73.79,71.9,2.2,46.0,34.91,55.54,1.01,159.7,0
KOL-2029062,Mitesh Iyer,Jadavpur University,86.68,15.86,7.2,2.0,25.37,47.7,5.14,620.73,1
KOL-2029063,Karan Wagle,University of Calcutta,76.31,100.0,4.2,28.8,71.59,71.9,0.76,320.63,0
KOL-2029064,Yashvi Dara,Jadavpur University,73.07,31.42,4.3,31.8,43.91,43.68,2.25,313.39,0
KOL-2029065,Rachana Keer,Jadavpur University,73.49,97.91,0.0,33.1,44.79,61.21,0.74,0.0,1
KOL-2029066,Hamsini Sarraf,St. Xavier's College,86.59,79.22,1.5,57.1,29.4,60.96,1.08,133.05,0
KOL-2029067,Karan Bora,Presidency University,41.93,64.06,6.4,2.0,86.45,51.84,0.64,266.81,0
KOL-2029068,Luke Mannan,University of Calcutta,35.51,67.83,7.8,50.0,81.98,54.55,0.52,277.82,0
KOL-2029069,Falguni Rout,Jadavpur University,60.89,39.11,10.0,51.0,100.0,55.36,1.52,609.62,0
KOL-2029070,Guneet Master,Presidency University,54.06,61.0,8.8,25.8,62.49,59.53,0.87,477.01,0
KOL-2029071,Pranit Sampath,Presidency University,70.87,46.73,3.5,30.5,59.85,47.5,1.48,249.42,0
KOL-2029072,Urishilla Bhatt,Presidency University,100.0,41.47,2.6,14.4,63.74,52.22,2.35,262.8,0
KOL-2029073,Leena Viswanathan,University of Calcutta,75.28,95.9,0.0,47.3,50.8,60.94,0.78,0.0,1
KOL-2029074,Wishi Rajagopalan,Presidency University,50.28,98.5,7.2,49.2,75.86,69.9,0.51,361.82,0
KOL-2029075,Aryan Grewal,St. Xavier's College,56.37,86.07,1.3,71.1,53.53,54.15,0.65,74.01,0
KOL-2029076,Watika Kota,Jadavpur University,100.0,45.23,4.2,61.4,79.03,57.18,2.16,424.07,0
KOL-2029077,Nathan Barad,Presidency University,58.63,58.47,9.1,28.0,61.56,60.41,0.99,531.65,0
KOL-2029078,Harshil Agrawal,Jadavpur University,85.52,69.35,0.5,10.8,20.03,54.44,1.22,41.73,1
KOL-2029079,William Munshi,University of Calcutta,87.47,100.0,6.4,48.9,57.47,79.95,0.87,559.74,0
KOL-2029080,Udyati Shankar,Jadavpur University,76.3,100.0,3.7,68.6,77.48,70.72,0.76,278.9,0
KOL-2029081,Girindra Hora,Presidency University,25.75,91.02,3.6,23.9,30.34,51.75,0.28,91.5,0
KOL-2029082,Anamika Ratta,University of Calcutta,70.74,28.52,0.0,47.2,77.43,32.63,2.4,0.0,1
KOL-2029083,Omisha Kuruvilla,University of Calcutta,95.32,62.58,3.8,12.1,28.8,61.79,1.5,363.14,0
KOL-2029084,Gaurangi Morar,University of Calcutta,94.89,26.01,4.5,32.5,54.52,48.61,3.51,431.28,1
KOL-2029085,Aradhana Bajaj,University of Calcutta,78.39,87.91,5.4,32.0,56.86,70.27,0.88,423.95,0
KOL-2029086,Rehaan Narayan,University of Calcutta,80.2,67.04,3.9,43.6,50.63,59.18,1.18,310.71,0
KOL-2029087,Adya Vala,Jadavpur University,46.33,53.48,6.1,6.7,28.54,48.45,0.85,284.42,0
KOL-2029088,Janya Jain,Presidency University,32.68,28.63,6.6,29.9,85.71,35.5,1.1,217.25,1
KOL-2029089,Logan Jain,Jadavpur University,67.93,76.19,0.0,60.8,70.21,50.86,0.88,0.0,0
KOL-2029090,Charvi Garg,Presidency University,69.17,75.81,1.9,2.0,65.57,55.22,0.9,133.83,0
KOL-2029091,Watika Mallick,University of Calcutta,61.49,100.0,1.4,40.4,75.43,61.38,0.61,84.05,0
KOL-2029092,Ojas Wali,University of Calcutta,63.45,85.33,10.6,42.5,49.68,75.92,0.73,673.84,0
KOL-2029093,Vasudha Sachar,St. Xavier's College,100.0,68.78,1.9,6.4,23.48,61.62,1.43,191.96,0
KOL-2029094,Varsha Dutta,St. Xavier's College,84.4,53.89,3.9,5.7,62.66,55.34,1.54,333.19,0
KOL-2029095,Indali Kanda,Jadavpur University,58.23,100.0,1.1,42.1,76.97,59.76,0.58,62.31,1
KOL-2029096,Harita Balan,Jadavpur University,65.85,24.99,8.8,30.8,70.75,48.5,2.53,576.26,0
KOL-2029097,Eesha Thakur,Presidency University,56.18,59.47,8.7,7.1,100.0,59.22,0.93,487.1,0
KOL-2029098,Lavanya Suresh,Presidency University,44.05,68.7,11.7,2.0,57.18,65.83,0.63,516.68,0
KOL-2029099,Oscar Sawhney,St. Xavier's College,70.74,75.69,1.5,20.0,57.03,54.69,0.92,105.18,0
KOL-2029100,Tanvi Boase,St. Xavier's College,69.02,54.12,2.4,43.0,23.59,47.4,1.25,162.52,0
KOL-2029101,Widisha Trivedi,Presidency University,100.0,34.59,8.5,36.4,47.94,62.05,2.81,849.93,0
KOL-2029102,Nachiket Pandey,Jadavpur University,73.07,100.0,2.6,33.0,80.21,67.57,0.72,192.75,0
KOL-2029103,Nikita Johal,Presidency University,35.41,67.77,9.3,34.1,5.17,57.64,0.51,329.06,0
KOL-2029104,Chaman Keer,Jadavpur University,65.63,13.79,0.0,59.4,45.35,25.2,4.44,0.0,1
KOL-2029105,Faras Bose,Presidency University,69.22,46.96,4.4,29.9,36.0,48.87,1.44,301.1,0
KOL-2029106,Madhav Varghese,University of Calcutta,79.74,66.17,3.7,83.4,74.62,58.35,1.19,296.09,0
KOL-2029107,Upadhriti Mitter,University of Calcutta,66.35,71.16,2.5,54.4,57.79,53.71,0.92,165.28,0
KOL-2029108,Fiyaz Sandhu,Jadavpur University,73.53,64.49,14.0,18.3,46.49,77.86,1.12,1029.47,0
KOL-2029109,Lajita Oak,Jadavpur University,56.91,56.84,0.2,47.3,70.09,40.23,0.98,11.24,1
KOL-2029110,Benjamin Mistry,Jadavpur University,85.73,12.97,1.5,30.8,36.55,34.18,6.14,130.82,1
KOL-2029111,Aradhana Bandi,St. Xavier's College,63.23,84.43,8.5,21.3,74.66,70.93,0.74,536.63,0
KOL-2029112,Nathaniel Taneja,St. Xavier's College,96.81,55.19,0.0,36.8,39.72,51.12,1.72,0.0,1
KOL-2029113,Praneel Kant,Presidency University,63.37,55.51,4.5,52.6,52.65,50.85,1.12,284.89,0
KOL-2029114,Maanav Bala,St. Xavier's College,70.33,91.19,3.3,33.0,52.51,64.73,0.76,234.88,0
KOL-2029115,Panini Natarajan,Presidency University,52.76,40.29,6.7,7.9,53.62,46.33,1.28,354.31,0
KOL-2029116,Daksh Dara,Presidency University,62.24,88.2,1.9,8.7,28.1,58.09,0.7,120.21,0
KOL-2029117,Maanas Bedi,Presidency University,44.99,85.92,0.5,67.9,100.0,48.94,0.52,22.5,1
KOL-2029118,Odika Lalla,Jadavpur University,46.14,86.65,5.8,54.4,48.52,60.92,0.53,267.38,0
KOL-2029119,Lohit Chawla,University of Calcutta,72.6,30.93,3.1,4.9,91.82,40.82,2.27,226.07,0
KOL-2029120,Omya Morar,St. Xavier's College,80.83,51.82,1.8,2.0,71.96,48.93,1.53,149.23,0
KOL-2029121,Timothy Raman,Presidency University,49.85,21.73,6.8,2.0,84.39,38.24,2.19,339.55,1
